archivo,clase
PMINST_0130.png,0
PMINST_0131.png,1
PMINST_0132.png,0
PMINST_0133.png,1
PMINST_0134.png,1
PMINST_0135.png,1
PMINST_0136.png,1
PMINST_0137.png,0
PMINST_0138.png,0
PMINST_0139.png,0
PMINST_0140.png,0
PMINST_0141.png,0
PMINST_0142.png,0
PMINST_0143.png,0
PMINST_0144.png,0
PMINST_0145.png,0
PMINST_0146.png,1
PMINST_0147.png,0
PMINST_0148.png,0
PMINST_0149.png,1
PMINST_0150.png,1
PMINST_0151.png,0
PMINST_0152.png,1
PMINST_0153.png,0
PMINST_0154.png,1
PMINST_0155.png,1
PMINST_0156.png,0
PMINST_0157.png,0
PMINST_0158.png,1
PMINST_0159.png,0
PMINST_0160.png,1
PMINST_0161.png,1
PMINST_0162.png,0
PMINST_0163.png,1
PMINST_0164.png,1
PMINST_0165.png,1
PMINST_0166.png,1
PMINST_0167.png,1
PMINST_0168.png,0
PMINST_0169.png,0
PMINST_0170.png,0
PMINST_0171.png,1
PMINST_0172.png,0
PMINST_0173.png,1
PMINST_0174.png,0
PMINST_0175.png,1
PMINST_0176.png,1
PMINST_0177.png,0
PMINST_0178.png,0
PMINST_0179.png,1
PMINST_0180.png,0
PMINST_0181.png,0
PMINST_0182.png,1
PMINST_0183.png,1
PMINST_0184.png,0
PMINST_0185.png,1
PMINST_0186.png,1
PMINST_0187.png,1
PMINST_0188.png,1
PMINST_0189.png,0
PMINST_0190.png,0
PMINST_0191.png,0
PMINST_0192.png,1
PMINST_0193.png,1
PMINST_0194.png,1
PMINST_0195.png,1
PMINST_0196.png,0
PMINST_0197.png,0
PMINST_0198.png,1
PMINST_0199.png,0
PMINST_0200.png,0
PMINST_0201.png,0
PMINST_0202.png,0
PMINST_0203.png,1
PMINST_0204.png,1
PMINST_0205.png,0
PMINST_0206.png,1
PMINST_0207.png,0
PMINST_0208.png,1
PMINST_0209.png,1
PMINST_0210.png,0
PMINST_0211.png,0
PMINST_0212.png,1
PMINST_0213.png,0
PMINST_0214.png,1
PMINST_0215.png,1
PMINST_0216.png,0
PMINST_0217.png,0
PMINST_0218.png,0
PMINST_0219.png,1
PMINST_0220.png,0
PMINST_0221.png,0
PMINST_0222.png,0
PMINST_0223.png,0
PMINST_0224.png,1
PMINST_0225.png,0
PMINST_0226.png,0
PMINST_0227.png,1
PMINST_0228.png,1
PMINST_0229.png,0
PMINST_0230.png,0
PMINST_0231.png,1
PMINST_0232.png,0
PMINST_0233.png,1
PMINST_0234.png,1
PMINST_0235.png,1
PMINST_0236.png,1
PMINST_0237.png,0
PMINST_0238.png,1
PMINST_0239.png,1
PMINST_0240.png,0
PMINST_0241.png,0
PMINST_0242.png,1
PMINST_0243.png,0
PMINST_0244.png,1
PMINST_0245.png,1
PMINST_0246.png,1
PMINST_0247.png,1
PMINST_0248.png,0
PMINST_0249.png,1
PMINST_0250.png,1
PMINST_0251.png,1
PMINST_0252.png,1
PMINST_0253.png,1
PMINST_0254.png,0
PMINST_0255.png,0
PMINST_0256.png,1
PMINST_0257.png,0
PMINST_0258.png,0
PMINST_0259.png,1
PMINST_0260.png,0
PMINST_0261.png,0
PMINST_0262.png,1
PMINST_0263.png,0
PMINST_0264.png,0
PMINST_0265.png,1
PMINST_0266.png,0
PMINST_0267.png,1
PMINST_0268.png,0
PMINST_0269.png,1
PMINST_0270.png,0
PMINST_0271.png,1
PMINST_0272.png,1
PMINST_0273.png,1
PMINST_0274.png,1
PMINST_0275.png,1
PMINST_0276.png,0
PMINST_0277.png,1
PMINST_0278.png,0
PMINST_0279.png,1
PMINST_0280.png,1
PMINST_0281.png,1
PMINST_0282.png,1
PMINST_0283.png,0
PMINST_0284.png,1
PMINST_0285.png,1
PMINST_0286.png,1
PMINST_0287.png,1
PMINST_0288.png,1
PMINST_0289.png,0
PMINST_0290.png,1
PMINST_0291.png,0
PMINST_0292.png,0
PMINST_0293.png,0
PMINST_0294.png,0
PMINST_0295.png,0
PMINST_0296.png,1
PMINST_0297.png,0
PMINST_0298.png,1
PMINST_0299.png,1
PMINST_0300.png,0
PMINST_0301.png,1
PMINST_0302.png,1
PMINST_0303.png,1
PMINST_0304.png,0
PMINST_0305.png,1
PMINST_0306.png,1
PMINST_0307.png,1
PMINST_0308.png,0
PMINST_0309.png,0
PMINST_0310.png,0
PMINST_0311.png,1
PMINST_0312.png,0
PMINST_0313.png,0
PMINST_0314.png,1
PMINST_0315.png,1
PMINST_0316.png,0
PMINST_0317.png,0
PMINST_0318.png,1
PMINST_0319.png,0
PMINST_0320.png,1
PMINST_0321.png,1
PMINST_0322.png,1
PMINST_0323.png,0
PMINST_0324.png,0
PMINST_0325.png,1
PMINST_0326.png,1
PMINST_0327.png,0
PMINST_0328.png,1
PMINST_0329.png,1
PMINST_0330.png,0
PMINST_0331.png,1
PMINST_0332.png,1
PMINST_0333.png,1
PMINST_0334.png,0
PMINST_0335.png,1
PMINST_0336.png,0
PMINST_0337.png,0
PMINST_0338.png,0
PMINST_0339.png,1
PMINST_0340.png,0
PMINST_0341.png,1
PMINST_0342.png,1
PMINST_0343.png,0
PMINST_0344.png,0
PMINST_0345.png,1
PMINST_0346.png,0
PMINST_0347.png,0
PMINST_0348.png,0
PMINST_0349.png,1
PMINST_0350.png,0
PMINST_0351.png,1
PMINST_0352.png,0
PMINST_0353.png,1
PMINST_0354.png,0
PMINST_0355.png,0
PMINST_0356.png,0
PMINST_0357.png,0
PMINST_0358.png,0
PMINST_0359.png,0
PMINST_0360.png,0
PMINST_0361.png,1
PMINST_0362.png,1
PMINST_0363.png,1
PMINST_0364.png,0
PMINST_0365.png,1
PMINST_0366.png,0
PMINST_0367.png,0
PMINST_0368.png,1
PMINST_0369.png,0
PMINST_0370.png,0
PMINST_0371.png,1
PMINST_0372.png,1
PMINST_0373.png,0
PMINST_0374.png,0
PMINST_0375.png,0
PMINST_0376.png,0
PMINST_0377.png,0
PMINST_0378.png,0
PMINST_0379.png,0
PMINST_0380.png,0
PMINST_0381.png,0
PMINST_0382.png,0
PMINST_0383.png,1
PMINST_0384.png,1
PMINST_0385.png,1
PMINST_0386.png,0
PMINST_0387.png,1
PMINST_0388.png,1
PMINST_0389.png,0
PMINST_0390.png,1
PMINST_0391.png,0
PMINST_0392.png,1
PMINST_0393.png,0
PMINST_0394.png,1
PMINST_0395.png,1
PMINST_0396.png,1
PMINST_0397.png,1
PMINST_0398.png,0
PMINST_0399.png,1
PMINST_0400.png,1
PMINST_0401.png,0
PMINST_0402.png,1
PMINST_0403.png,1
PMINST_0404.png,0
PMINST_0405.png,0
PMINST_0406.png,1
PMINST_0407.png,0
PMINST_0408.png,0
PMINST_0409.png,0
PMINST_0410.png,0
PMINST_0411.png,1
PMINST_0412.png,0
PMINST_0413.png,1
PMINST_0414.png,1
PMINST_0415.png,0
PMINST_0416.png,1
PMINST_0417.png,1
PMINST_0418.png,1
PMINST_0419.png,1
PMINST_0420.png,1
PMINST_0421.png,1
PMINST_0422.png,0
PMINST_0423.png,1
PMINST_0424.png,0
PMINST_0425.png,1
PMINST_0426.png,1
PMINST_0427.png,1
PMINST_0428.png,1
PMINST_0429.png,0
PMINST_0430.png,0
PMINST_0431.png,0
PMINST_0432.png,1
PMINST_0433.png,0
PMINST_0434.png,0
PMINST_0435.png,0
PMINST_0436.png,1
PMINST_0437.png,0
PMINST_0438.png,1
PMINST_0439.png,1
PMINST_0440.png,1
PMINST_0441.png,1
PMINST_0442.png,0
PMINST_0443.png,0
PMINST_0444.png,0
PMINST_0445.png,1
PMINST_0446.png,1
PMINST_0447.png,1
PMINST_0448.png,0
PMINST_0449.png,0
PMINST_0450.png,1
PMINST_0451.png,0
PMINST_0452.png,0
PMINST_0453.png,1
PMINST_0454.png,0
PMINST_0455.png,1
PMINST_0456.png,0
PMINST_0457.png,0
PMINST_0458.png,0
PMINST_0459.png,1
PMINST_0460.png,1
PMINST_0461.png,0
PMINST_0462.png,0
PMINST_0463.png,1
PMINST_0464.png,1
PMINST_0465.png,1
PMINST_0466.png,0
PMINST_0467.png,1
PMINST_0468.png,1
PMINST_0469.png,1
PMINST_0470.png,0
PMINST_0471.png,0
PMINST_0472.png,1
PMINST_0473.png,0
PMINST_0474.png,0
PMINST_0475.png,1
PMINST_0476.png,0
PMINST_0477.png,1
PMINST_0478.png,0
PMINST_0479.png,1
PMINST_0480.png,1
PMINST_0481.png,1
PMINST_0482.png,0
PMINST_0483.png,1
PMINST_0484.png,0
PMINST_0485.png,0
PMINST_0486.png,0
PMINST_0487.png,1
PMINST_0488.png,1
PMINST_0489.png,0
PMINST_0490.png,1
PMINST_0491.png,0
PMINST_0492.png,0
PMINST_0493.png,0
PMINST_0494.png,0
PMINST_0495.png,1
PMINST_0496.png,0
PMINST_0497.png,0
PMINST_0498.png,0
PMINST_0499.png,1
PMINST_0500.png,1
PMINST_0501.png,1
PMINST_0502.png,1
PMINST_0503.png,1
PMINST_0504.png,1
PMINST_0505.png,0
PMINST_0506.png,0
PMINST_0507.png,1
PMINST_0508.png,0
PMINST_0509.png,0
PMINST_0510.png,1
PMINST_0511.png,0
PMINST_0512.png,1
PMINST_0513.png,0
PMINST_0514.png,0
PMINST_0515.png,1
PMINST_0516.png,1
PMINST_0517.png,1
PMINST_0518.png,0
PMINST_0519.png,1
PMINST_0520.png,1
PMINST_0521.png,1
PMINST_0522.png,0
PMINST_0523.png,1
PMINST_0524.png,0
PMINST_0525.png,0
PMINST_0526.png,1
PMINST_0527.png,1
PMINST_0528.png,1
PMINST_0529.png,1
PMINST_0530.png,0
PMINST_0531.png,0
PMINST_0532.png,0
PMINST_0533.png,1
PMINST_0534.png,1
PMINST_0535.png,1
PMINST_0536.png,0
PMINST_0537.png,0
PMINST_0538.png,1
PMINST_0539.png,0
PMINST_0540.png,0
PMINST_0541.png,0
PMINST_0542.png,0
PMINST_0543.png,0
PMINST_0544.png,0
PMINST_0545.png,1
PMINST_0546.png,1
PMINST_0547.png,0
PMINST_0548.png,1
PMINST_0549.png,0
PMINST_0550.png,0
PMINST_0551.png,0
PMINST_0552.png,1
PMINST_0553.png,0
PMINST_0554.png,0
PMINST_0555.png,0
PMINST_0556.png,0
PMINST_0557.png,0
PMINST_0558.png,1
PMINST_0559.png,0
PMINST_0560.png,1
PMINST_0561.png,1
PMINST_0562.png,1
PMINST_0563.png,0
PMINST_0564.png,1
PMINST_0565.png,0
PMINST_0566.png,0
PMINST_0567.png,0
PMINST_0568.png,1
PMINST_0569.png,0
PMINST_0570.png,0
PMINST_0571.png,0
PMINST_0572.png,0
PMINST_0573.png,1
PMINST_0574.png,0
PMINST_0575.png,1
PMINST_0576.png,0
PMINST_0577.png,1
PMINST_0578.png,0
PMINST_0579.png,0
PMINST_0580.png,1
PMINST_0581.png,1
PMINST_0582.png,1
PMINST_0583.png,1
PMINST_0584.png,1
PMINST_0585.png,1
PMINST_0586.png,1
PMINST_0587.png,1
PMINST_0588.png,0
PMINST_0589.png,1
PMINST_0590.png,1
PMINST_0591.png,0
PMINST_0592.png,0
PMINST_0593.png,0
PMINST_0594.png,0
PMINST_0595.png,0
PMINST_0596.png,0
PMINST_0597.png,1
PMINST_0598.png,0
PMINST_0599.png,1
PMINST_0600.png,1
PMINST_0601.png,0
PMINST_0602.png,1
PMINST_0603.png,0
PMINST_0604.png,1
PMINST_0605.png,1
PMINST_0606.png,1
PMINST_0607.png,0
PMINST_0608.png,0
PMINST_0609.png,0
PMINST_0610.png,1
PMINST_0611.png,0
PMINST_0612.png,1
PMINST_0613.png,0
PMINST_0614.png,0
PMINST_0615.png,1
PMINST_0616.png,0
PMINST_0617.png,1
PMINST_0618.png,0
PMINST_0619.png,0
PMINST_0620.png,0
PMINST_0621.png,1
PMINST_0622.png,1
PMINST_0623.png,1
PMINST_0624.png,1
PMINST_0625.png,1
PMINST_0626.png,0
PMINST_0627.png,0
PMINST_0628.png,0
PMINST_0629.png,0
PMINST_0630.png,1
PMINST_0631.png,0
PMINST_0632.png,0
PMINST_0633.png,0
PMINST_0634.png,1
PMINST_0635.png,1
PMINST_0636.png,1
PMINST_0637.png,0
PMINST_0638.png,1
PMINST_0639.png,1
PMINST_0640.png,0
PMINST_0641.png,1
PMINST_0642.png,1
PMINST_0643.png,0
PMINST_0644.png,0
PMINST_0645.png,1
PMINST_0646.png,1
PMINST_0647.png,1
PMINST_0648.png,1
PMINST_0649.png,0
PMINST_0650.png,1
PMINST_0651.png,1
PMINST_0652.png,1
PMINST_0653.png,1
PMINST_0654.png,1
PMINST_0655.png,0
PMINST_0656.png,0
PMINST_0657.png,0
PMINST_0658.png,0
PMINST_0659.png,0
PMINST_0660.png,1
PMINST_0661.png,0
PMINST_0662.png,1
PMINST_0663.png,1
PMINST_0664.png,1
PMINST_0665.png,0
PMINST_0666.png,1
PMINST_0667.png,1
PMINST_0668.png,1
PMINST_0669.png,1
PMINST_0670.png,0
PMINST_0671.png,1
PMINST_0672.png,0
PMINST_0673.png,1
PMINST_0674.png,1
PMINST_0675.png,0
PMINST_0676.png,0
PMINST_0677.png,1
PMINST_0678.png,1
PMINST_0679.png,0
PMINST_0680.png,1
PMINST_0681.png,0
PMINST_0682.png,0
PMINST_0683.png,0
PMINST_0684.png,0
PMINST_0685.png,0
PMINST_0686.png,1
PMINST_0687.png,1
PMINST_0688.png,1
PMINST_0689.png,0
PMINST_0690.png,1
PMINST_0691.png,0
PMINST_0692.png,1
PMINST_0693.png,0
PMINST_0694.png,1
PMINST_0695.png,0
PMINST_0696.png,1
PMINST_0697.png,0
PMINST_0698.png,1
PMINST_0699.png,1
PMINST_0700.png,1
PMINST_0701.png,1
PMINST_0702.png,1
PMINST_0703.png,0
PMINST_0704.png,1
PMINST_0705.png,1
PMINST_0706.png,1
PMINST_0707.png,1
PMINST_0708.png,0
PMINST_0709.png,0
PMINST_0710.png,0
PMINST_0711.png,0
PMINST_0712.png,0
PMINST_0713.png,1
PMINST_0714.png,1
PMINST_0715.png,0
PMINST_0716.png,0
PMINST_0717.png,1
PMINST_0718.png,0
PMINST_0719.png,0
PMINST_0720.png,1
PMINST_0721.png,0
PMINST_0722.png,1
PMINST_0723.png,1
PMINST_0724.png,0
PMINST_0725.png,0
PMINST_0726.png,1
PMINST_0727.png,0
PMINST_0728.png,0
PMINST_0729.png,1
PMINST_0730.png,1
PMINST_0731.png,0
PMINST_0732.png,1
PMINST_0733.png,1
PMINST_0734.png,0
PMINST_0735.png,0
PMINST_0736.png,1
PMINST_0737.png,0
PMINST_0738.png,1
PMINST_0739.png,0
PMINST_0740.png,0
PMINST_0741.png,1
PMINST_0742.png,0
PMINST_0743.png,1
PMINST_0744.png,0
PMINST_0745.png,0
PMINST_0746.png,1
PMINST_0747.png,1
PMINST_0748.png,0
PMINST_0749.png,0
PMINST_0750.png,0
PMINST_0751.png,1
PMINST_0752.png,0
PMINST_0753.png,1
PMINST_0754.png,1
PMINST_0755.png,0
PMINST_0756.png,0
PMINST_0757.png,0
PMINST_0758.png,1
PMINST_0759.png,1
PMINST_0760.png,1
PMINST_0761.png,1
PMINST_0762.png,1
PMINST_0763.png,0
PMINST_0764.png,0
PMINST_0765.png,1
PMINST_0766.png,0
PMINST_0767.png,1
PMINST_0768.png,0
PMINST_0769.png,0
PMINST_0770.png,1
PMINST_0771.png,1
PMINST_0772.png,0
PMINST_0773.png,1
PMINST_0774.png,0
PMINST_0775.png,1
PMINST_0776.png,1
PMINST_0777.png,0
PMINST_0778.png,0
PMINST_0779.png,0
PMINST_0780.png,1
PMINST_0781.png,1
PMINST_0782.png,1
PMINST_0783.png,1
PMINST_0784.png,0
PMINST_0785.png,1
PMINST_0786.png,1
PMINST_0787.png,1
PMINST_0788.png,1
PMINST_0789.png,1
PMINST_0790.png,1
PMINST_0791.png,1
PMINST_0792.png,0
PMINST_0793.png,0
PMINST_0794.png,1
PMINST_0795.png,1
PMINST_0796.png,0
PMINST_0797.png,0
PMINST_0798.png,1
PMINST_0799.png,0
PMINST_0800.png,1
PMINST_0801.png,0
PMINST_0802.png,1
PMINST_0803.png,0
PMINST_0804.png,1
PMINST_0805.png,0
PMINST_0806.png,0
PMINST_0807.png,0
PMINST_0808.png,1
PMINST_0809.png,0
PMINST_0810.png,0
PMINST_0811.png,0
PMINST_0812.png,1
PMINST_0813.png,0
PMINST_0814.png,1
PMINST_0815.png,0
PMINST_0816.png,0
PMINST_0817.png,0
PMINST_0818.png,0
PMINST_0819.png,0
PMINST_0820.png,0
PMINST_0821.png,1
PMINST_0822.png,0
PMINST_0823.png,1
PMINST_0824.png,0
PMINST_0825.png,1
PMINST_0826.png,0
PMINST_0827.png,1
PMINST_0828.png,1
PMINST_0829.png,0
PMINST_0830.png,1
PMINST_0831.png,0
PMINST_0832.png,0
PMINST_0833.png,0
PMINST_0834.png,0
PMINST_0835.png,1
PMINST_0836.png,1
PMINST_0837.png,1
PMINST_0838.png,1
PMINST_0839.png,1
PMINST_0840.png,0
PMINST_0841.png,1
PMINST_0842.png,0
PMINST_0843.png,1
PMINST_0844.png,0
PMINST_0845.png,0
PMINST_0846.png,0
PMINST_0847.png,0
PMINST_0848.png,1
PMINST_0849.png,1
PMINST_0850.png,1
PMINST_0851.png,0
PMINST_0852.png,1
PMINST_0853.png,1
PMINST_0854.png,0
PMINST_0855.png,1
PMINST_0856.png,1
PMINST_0857.png,1
PMINST_0858.png,0
PMINST_0859.png,1
PMINST_0860.png,1
PMINST_0861.png,0
PMINST_0862.png,0
PMINST_0863.png,0
PMINST_0864.png,1
PMINST_0865.png,0
PMINST_0866.png,0
PMINST_0867.png,0
PMINST_0868.png,0
PMINST_0869.png,1
PMINST_0870.png,1
PMINST_0871.png,1
PMINST_0872.png,1
PMINST_0873.png,1
PMINST_0874.png,0
PMINST_0875.png,1
PMINST_0876.png,1
PMINST_0877.png,0
PMINST_0878.png,1
PMINST_0879.png,1
PMINST_0880.png,0
PMINST_0881.png,0
PMINST_0882.png,0
PMINST_0883.png,0
PMINST_0884.png,0
PMINST_0885.png,1
PMINST_0886.png,0
PMINST_0887.png,0
PMINST_0888.png,0
PMINST_0889.png,0
PMINST_0890.png,1
PMINST_0891.png,0
PMINST_0892.png,1
PMINST_0893.png,1
PMINST_0894.png,0
PMINST_0895.png,1
PMINST_0896.png,0
PMINST_0897.png,0
PMINST_0898.png,0
PMINST_0899.png,0
PMINST_0900.png,1
PMINST_0901.png,1
PMINST_0902.png,0
PMINST_0903.png,0
PMINST_0904.png,0
PMINST_0905.png,0
PMINST_0906.png,1
PMINST_0907.png,0
PMINST_0908.png,1
PMINST_0909.png,1
PMINST_0910.png,0
PMINST_0911.png,0
PMINST_0912.png,1
PMINST_0913.png,0
PMINST_0914.png,0
PMINST_0915.png,1
PMINST_0916.png,0
PMINST_0917.png,0
PMINST_0918.png,0
PMINST_0919.png,1
PMINST_0920.png,0
PMINST_0921.png,0
PMINST_0922.png,1
PMINST_0923.png,1
PMINST_0924.png,0
PMINST_0925.png,1
PMINST_0926.png,1
PMINST_0927.png,0
PMINST_0928.png,0
PMINST_0929.png,1
PMINST_0930.png,0
PMINST_0931.png,1
PMINST_0932.png,0
PMINST_0933.png,1
PMINST_0934.png,0
PMINST_0935.png,0
PMINST_0936.png,1
PMINST_0937.png,1
PMINST_0938.png,1
PMINST_0939.png,0
PMINST_0940.png,0
PMINST_0941.png,1
PMINST_0942.png,1
PMINST_0943.png,1
PMINST_0944.png,0
PMINST_0945.png,1
PMINST_0946.png,0
PMINST_0947.png,0
PMINST_0948.png,0
PMINST_0949.png,0
PMINST_0950.png,1
PMINST_0951.png,0
PMINST_0952.png,1
PMINST_0953.png,0
PMINST_0954.png,1
PMINST_0955.png,0
PMINST_0956.png,0
PMINST_0957.png,1
PMINST_0958.png,1
PMINST_0959.png,0
PMINST_0960.png,0
PMINST_0961.png,0
PMINST_0962.png,0
PMINST_0963.png,0
PMINST_0964.png,0
PMINST_0965.png,0
PMINST_0966.png,1
PMINST_0967.png,1
PMINST_0968.png,1
PMINST_0969.png,0
PMINST_0970.png,0
PMINST_0971.png,0
PMINST_0972.png,0
PMINST_0973.png,0
PMINST_0974.png,1
PMINST_0975.png,0
PMINST_0976.png,1
PMINST_0977.png,0
PMINST_0978.png,1
PMINST_0979.png,0
PMINST_0980.png,1
PMINST_0981.png,1
PMINST_0982.png,0
PMINST_0983.png,1
PMINST_0984.png,0
PMINST_0985.png,0
PMINST_0986.png,1
PMINST_0987.png,0
PMINST_0988.png,0
PMINST_0989.png,0
PMINST_0990.png,0
PMINST_0991.png,1
PMINST_0992.png,0
PMINST_0993.png,0
PMINST_0994.png,0
PMINST_0995.png,0
PMINST_0996.png,1
PMINST_0997.png,0
PMINST_0998.png,0
PMINST_0999.png,1
PMINST_1000.png,0
PMINST_1001.png,1
PMINST_1002.png,1
PMINST_1003.png,1
PMINST_1004.png,1
PMINST_1005.png,1
PMINST_1006.png,1
PMINST_1007.png,0
PMINST_1008.png,1
PMINST_1009.png,1
PMINST_1010.png,1
PMINST_1011.png,0
PMINST_1012.png,1
PMINST_1013.png,1
PMINST_1014.png,0
PMINST_1015.png,0
PMINST_1016.png,1
PMINST_1017.png,0
PMINST_1018.png,0
PMINST_1019.png,1
PMINST_1020.png,1
PMINST_1021.png,1
PMINST_1022.png,1
PMINST_1023.png,1
PMINST_1024.png,1
PMINST_1025.png,1
PMINST_1026.png,1
PMINST_1027.png,1
PMINST_1028.png,1
PMINST_1029.png,1
PMINST_1030.png,0
PMINST_1031.png,0
PMINST_1032.png,0
PMINST_1033.png,1
PMINST_1034.png,0
PMINST_1035.png,1
PMINST_1036.png,0
PMINST_1037.png,0
PMINST_1038.png,0
PMINST_1039.png,0
PMINST_1040.png,1
PMINST_1041.png,1
PMINST_1042.png,1
PMINST_1043.png,1
PMINST_1044.png,1
PMINST_1045.png,0
PMINST_1046.png,1
PMINST_1047.png,1
PMINST_1048.png,1
PMINST_1049.png,0
PMINST_1050.png,1
PMINST_1051.png,1
PMINST_1052.png,1
PMINST_1053.png,1
PMINST_1054.png,0
PMINST_1055.png,0
PMINST_1056.png,0
PMINST_1057.png,1
PMINST_1058.png,0
PMINST_1059.png,0
PMINST_1060.png,0
PMINST_1061.png,1
PMINST_1062.png,0
PMINST_1063.png,1
PMINST_1064.png,0
PMINST_1065.png,0
PMINST_1066.png,0
PMINST_1067.png,1
PMINST_1068.png,1
PMINST_1069.png,0
PMINST_1070.png,0
PMINST_1071.png,0
PMINST_1072.png,1
PMINST_1073.png,0
PMINST_1074.png,0
PMINST_1075.png,0
PMINST_1076.png,1
PMINST_1077.png,0
PMINST_1078.png,0
PMINST_1079.png,1
PMINST_1080.png,0
PMINST_1081.png,0
PMINST_1082.png,1
PMINST_1083.png,1
PMINST_1084.png,1
PMINST_1085.png,0
PMINST_1086.png,0
PMINST_1087.png,0
PMINST_1088.png,1
PMINST_1089.png,1
PMINST_1090.png,0
PMINST_1091.png,0
PMINST_1092.png,1
PMINST_1093.png,1
PMINST_1094.png,0
PMINST_1095.png,0
PMINST_1096.png,0
PMINST_1097.png,0
PMINST_1098.png,0
PMINST_1099.png,1
PMINST_1100.png,1
PMINST_1101.png,1
PMINST_1102.png,0
PMINST_1103.png,1
PMINST_1104.png,1
PMINST_1105.png,1
PMINST_1106.png,1
PMINST_1107.png,0
PMINST_1108.png,1
PMINST_1109.png,0
PMINST_1110.png,1
PMINST_1111.png,0
PMINST_1112.png,1
PMINST_1113.png,0
PMINST_1114.png,0
PMINST_1115.png,0
PMINST_1116.png,0
PMINST_1117.png,1
PMINST_1118.png,1
PMINST_1119.png,0
PMINST_1120.png,1
PMINST_1121.png,0
PMINST_1122.png,1
PMINST_1123.png,0
PMINST_1124.png,0
PMINST_1125.png,0
PMINST_1126.png,0
PMINST_1127.png,1
PMINST_1128.png,0
PMINST_1129.png,0
PMINST_1130.png,0
PMINST_1131.png,1
PMINST_1132.png,0
PMINST_1133.png,1
PMINST_1134.png,1
PMINST_1135.png,1
PMINST_1136.png,1
PMINST_1137.png,1
PMINST_1138.png,1
PMINST_1139.png,0
PMINST_1140.png,1
PMINST_1141.png,0
PMINST_1142.png,0
PMINST_1143.png,1
PMINST_1144.png,1
PMINST_1145.png,0
PMINST_1146.png,0
PMINST_1147.png,1
PMINST_1148.png,0
PMINST_1149.png,1
PMINST_1150.png,0
PMINST_1151.png,1
PMINST_1152.png,1
PMINST_1153.png,0
PMINST_1154.png,1
PMINST_1155.png,1
PMINST_1156.png,0
PMINST_1157.png,1
PMINST_1158.png,1
PMINST_1159.png,0
PMINST_1160.png,0
PMINST_1161.png,1
PMINST_1162.png,0
PMINST_1163.png,0
PMINST_1164.png,0
PMINST_1165.png,0
